Artifact Type,Program/Capability,App ID,Source Hive,Last Used Start / Last Execution,Registry Path,Key Modified,Raw Hex
DAM,%SystemRoot%\system32\svchost.exe -k print,PrintNotify,,,ROOT\ControlSet001\Services\PrintNotify,2026-02-28T14:37:22.577278,25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 73 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 2
DAM,%SystemRoot%\system32\svchost.exe -k PrintWorkflow,PrintWorkflowUserSvc,,,ROOT\ControlSet001\Services\PrintWorkflowUserSvc,2019-03-19T04:53:37.865603,25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 73 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 2
DAM,\SystemRoot\System32\drivers\processr.sys,Processor,,,ROOT\ControlSet001\Services\Processor,2019-03-19T04:52:06.960028,5C 53 79 73 74 65 6D 52 6F 6F 74 5C 53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 70 72 6F 63 6
DAM,%systemroot%\system32\svchost.exe -k netsvcs -p,ProfSvc,,,ROOT\ControlSet001\Services\ProfSvc,2019-03-19T04:53:37.865603,25 73 79 73 74 65 6D 72 6F 6F 74 25 5C 73 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 2
DAM,System32\drivers\pacer.sys,Psched,,,ROOT\ControlSet001\Services\Psched,2026-03-01T06:34:38.990832,53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 70 61 63 65 72 2E 73 79 73
DAM,%SystemRoot%\System32\svchost.exe -k netsvcs -p,PushToInstall,,,ROOT\ControlSet001\Services\PushToInstall,2019-03-19T04:54:23.650494,25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 53 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 2
DAM,%windir%\system32\svchost.exe -k LocalServiceAndNoImpersonation -p,QWAVE,,,ROOT\ControlSet001\Services\QWAVE,2019-03-19T04:53:37.865603,25 77 69 6E 64 69 72 25 5C 73 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 20 2D 6B 20 4
DAM,\SystemRoot\system32\drivers\qwavedrv.sys,QWAVEdrv,,,ROOT\ControlSet001\Services\QWAVEdrv,2019-03-19T04:53:37.865603,5C 53 79 73 74 65 6D 52 6F 6F 74 5C 73 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 71 77 61 76 6
DAM,system32\DRIVERS\ramdisk.sys,Ramdisk,,,ROOT\ControlSet001\Services\Ramdisk,2026-03-01T06:34:38.897299,73 79 73 74 65 6D 33 32 5C 44 52 49 56 45 52 53 5C 72 61 6D 64 69 73 6B 2E 73 79 73
DAM,System32\DRIVERS\rasacd.sys,RasAcd,,,ROOT\ControlSet001\Services\RasAcd,2019-03-19T04:53:37.865603,53 79 73 74 65 6D 33 32 5C 44 52 49 56 45 52 53 5C 72 61 73 61 63 64 2E 73 79 73
DAM,\SystemRoot\System32\drivers\AgileVpn.sys,RasAgileVpn,,,ROOT\ControlSet001\Services\RasAgileVpn,2026-03-05T02:44:44.764390,5C 53 79 73 74 65 6D 52 6F 6F 74 5C 53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 41 67 69 6C 6
DAM,%SystemRoot%\System32\svchost.exe -k netsvcs -p,RasAuto,,,ROOT\ControlSet001\Services\RasAuto,2019-03-19T04:53:37.849976,25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 53 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 2
DAM,\SystemRoot\System32\drivers\rasl2tp.sys,Rasl2tp,,,ROOT\ControlSet001\Services\Rasl2tp,2026-03-05T02:44:44.795367,5C 53 79 73 74 65 6D 52 6F 6F 74 5C 53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 72 61 73 6C 3
DAM,%SystemRoot%\System32\svchost.exe -k netsvcs,RasMan,,,ROOT\ControlSet001\Services\RasMan,2026-03-02T22:44:36.615395,25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 53 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 2
DAM,System32\DRIVERS\raspppoe.sys,RasPppoe,,,ROOT\ControlSet001\Services\RasPppoe,2026-03-05T02:44:44.889202,53 79 73 74 65 6D 33 32 5C 44 52 49 56 45 52 53 5C 72 61 73 70 70 70 6F 65 2E 73 79 73
DAM,\SystemRoot\System32\drivers\rassstp.sys,RasSstp,,,ROOT\ControlSet001\Services\RasSstp,2026-03-05T02:44:44.404562,5C 53 79 73 74 65 6D 52 6F 6F 74 5C 53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 72 61 73 73 7
DAM,system32\DRIVERS\rdbss.sys,rdbss,,,ROOT\ControlSet001\Services\rdbss,2019-03-19T04:53:37.849976,73 79 73 74 65 6D 33 32 5C 44 52 49 56 45 52 53 5C 72 64 62 73 73 2E 73 79 73
DAM,\SystemRoot\System32\drivers\rdpbus.sys,rdpbus,,,ROOT\ControlSet001\Services\rdpbus,2026-03-05T02:44:24.697731,5C 53 79 73 74 65 6D 52 6F 6F 74 5C 53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 72 64 70 62 7
DAM,System32\drivers\rdpdr.sys,RDPDR,,,ROOT\ControlSet001\Services\RDPDR,2019-03-19T04:53:37.849976,53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 72 64 70 64 72 2E 73 79 73
DAM,System32\drivers\rdpvideominiport.sys,RdpVideoMiniport,,,ROOT\ControlSet001\Services\RdpVideoMiniport,2019-03-19T04:53:37.849976,53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 72 64 70 76 69 64 65 6F 6D 69 6E 69 70 6F 72 74 2
DAM,System32\drivers\rdyboost.sys,rdyboost,,,ROOT\ControlSet001\Services\rdyboost,2026-03-01T06:35:38.030412,53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 72 64 79 62 6F 6F 73 74 2E 73 79 73
DAM,%SystemRoot%\System32\svchost.exe -k netsvcs,RemoteAccess,,,ROOT\ControlSet001\Services\RemoteAccess,2019-03-19T04:53:37.834351,25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 53 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 2
DAM,%SystemRoot%\system32\svchost.exe -k localService -p,RemoteRegistry,,,ROOT\ControlSet001\Services\RemoteRegistry,2019-03-19T04:54:23.650494,25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 73 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 2
DAM,%SystemRoot%\System32\svchost.exe -k rdxgroup,RetailDemo,,,ROOT\ControlSet001\Services\RetailDemo,2019-03-19T04:53:37.834351,25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 53 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 2
DAM,\SystemRoot\System32\drivers\rfcomm.sys,RFCOMM,,,ROOT\ControlSet001\Services\RFCOMM,2019-03-19T04:53:37.724967,5C 53 79 73 74 65 6D 52 6F 6F 74 5C 53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 72 66 63 6F 6
DAM,\SystemRoot\System32\drivers\rhproxy.sys,rhproxy,,,ROOT\ControlSet001\Services\rhproxy,2019-03-19T04:52:02.865951,5C 53 79 73 74 65 6D 52 6F 6F 74 5C 53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 72 68 70 72 6
DAM,%SystemRoot%\System32\svchost.exe -k LocalServiceNetworkRestricted,RmSvc,,,ROOT\ControlSet001\Services\RmSvc,2019-03-19T04:53:37.834351,25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 53 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 2
DAM,%SystemRoot%\system32\svchost.exe -k RPCSS -p,RpcEptMapper,,,ROOT\ControlSet001\Services\RpcEptMapper,2019-03-19T04:53:37.834351,25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 73 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 2
DAM,%SystemRoot%\system32\locator.exe,RpcLocator,,,ROOT\ControlSet001\Services\RpcLocator,2019-03-19T04:53:37.834351,25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 73 79 73 74 65 6D 33 32 5C 6C 6F 63 61 74 6F 72 2E 65 78 65
DAM,%SystemRoot%\system32\svchost.exe -k rpcss -p,RpcSs,,,ROOT\ControlSet001\Services\RpcSs,2019-03-19T04:53:37.834351,25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 73 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 2
DAM,system32\drivers\rspndr.sys,rspndr,,,ROOT\ControlSet001\Services\rspndr,2026-03-01T06:34:47.451380,73 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 72 73 70 6E 64 72 2E 73 79 73
DAM,\SystemRoot\System32\drivers\vms3cap.sys,s3cap,,,ROOT\ControlSet001\Services\s3cap,2019-03-19T04:52:28.188182,5C 53 79 73 74 65 6D 52 6F 6F 74 5C 53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 76 6D 73 33 6
DAM,%SystemRoot%\system32\lsass.exe,SamSs,,,ROOT\ControlSet001\Services\SamSs,2019-03-19T04:53:37.834351,25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 73 79 73 74 65 6D 33 32 5C 6C 73 61 73 73 2E 65 78 65
DAM,System32\drivers\sbp2port.sys,sbp2port,,,ROOT\ControlSet001\Services\sbp2port,2026-03-01T06:34:38.897299,53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 73 62 70 32 70 6F 72 74 2E 73 79 73
DAM,%SystemRoot%\system32\svchost.exe -k LocalServiceAndNoImpersonation,SCardSvr,,,ROOT\ControlSet001\Services\SCardSvr,2019-03-19T04:54:23.634867,25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 73 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 2
DAM,%SystemRoot%\system32\svchost.exe -k LocalSystemNetworkRestricted,ScDeviceEnum,,,ROOT\ControlSet001\Services\ScDeviceEnum,2019-03-19T04:54:23.634867,25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 73 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 2
DAM,System32\DRIVERS\scfilter.sys,scfilter,,,ROOT\ControlSet001\Services\scfilter,2019-03-19T04:53:37.834351,53 79 73 74 65 6D 33 32 5C 44 52 49 56 45 52 53 5C 73 63 66 69 6C 74 65 72 2E 73 79 73
DAM,%systemroot%\system32\svchost.exe -k netsvcs -p,Schedule,,,ROOT\ControlSet001\Services\Schedule,2026-03-01T06:34:49.921208,25 73 79 73 74 65 6D 72 6F 6F 74 25 5C 73 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 2
DAM,System32\drivers\scmbus.sys,scmbus,,,ROOT\ControlSet001\Services\scmbus,2026-03-01T06:34:38.897299,53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 73 63 6D 62 75 73 2E 73 79 73
DAM,%SystemRoot%\system32\svchost.exe -k netsvcs,SCPolicySvc,,,ROOT\ControlSet001\Services\SCPolicySvc,2019-03-19T04:53:37.834351,25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 73 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 2
DAM,\SystemRoot\System32\drivers\sdbus.sys,sdbus,,,ROOT\ControlSet001\Services\sdbus,2019-03-19T04:52:27.156851,5C 53 79 73 74 65 6D 52 6F 6F 74 5C 53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 73 64 62 75 7
DAM,\SystemRoot\System32\drivers\SDFRd.sys,SDFRd,,,ROOT\ControlSet001\Services\SDFRd,2019-03-19T04:52:02.928455,5C 53 79 73 74 65 6D 52 6F 6F 74 5C 53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 53 44 46 52 6
DAM,%SystemRoot%\system32\svchost.exe -k SDRSVC,SDRSVC,,,ROOT\ControlSet001\Services\SDRSVC,2019-03-19T04:53:37.834351,25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 73 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 2
DAM,\SystemRoot\System32\drivers\sdstor.sys,sdstor,,,ROOT\ControlSet001\Services\sdstor,2019-03-19T04:52:27.469375,5C 53 79 73 74 65 6D 52 6F 6F 74 5C 53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 73 64 73 74 6
DAM,%windir%\system32\svchost.exe -k netsvcs -p,seclogon,,,ROOT\ControlSet001\Services\seclogon,2019-03-19T04:53:37.834351,25 77 69 6E 64 69 72 25 5C 73 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 20 2D 6B 20 6
DAM,%SystemRoot%\system32\SecurityHealthService.exe,SecurityHealthService,,,ROOT\ControlSet001\Services\SecurityHealthService,2026-02-28T14:42:31.535470,25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 73 79 73 74 65 6D 33 32 5C 53 65 63 75 72 69 74 79 48 65 61 6
DAM,%SystemRoot%\system32\svchost.exe -k LocalService -p,SEMgrSvc,,,ROOT\ControlSet001\Services\SEMgrSvc,2019-03-19T04:54:23.634867,25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 73 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 2
DAM,%SystemRoot%\system32\svchost.exe -k netsvcs -p,SENS,,,ROOT\ControlSet001\Services\SENS,2019-03-19T04:53:37.834351,25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 73 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 2
DAM,"""%ProgramFiles%\Windows Defender Advanced Threat Protection\MsSense.exe""",Sense,,,ROOT\ControlSet001\Services\Sense,2019-03-19T06:23:27.628517,22 25 50 72 6F 67 72 61 6D 46 69 6C 65 73 25 5C 57 69 6E 64 6F 77 73 20 44 65 66 65 6E 64 65 72 20 4
DAM,%SystemRoot%\System32\SensorDataService.exe,SensorDataService,,,ROOT\ControlSet001\Services\SensorDataService,2019-03-19T04:54:23.634867,25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 53 79 73 74 65 6D 33 32 5C 53 65 6E 73 6F 72 44 61 74 61 53 6
DAM,%SystemRoot%\system32\svchost.exe -k LocalSystemNetworkRestricted -p,SensorService,,,ROOT\ControlSet001\Services\SensorService,2019-03-19T04:54:23.634867,25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 73 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 2
DAM,%SystemRoot%\system32\svchost.exe -k LocalServiceAndNoImpersonation -p,SensrSvc,,,ROOT\ControlSet001\Services\SensrSvc,2019-03-19T04:54:23.634867,25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 73 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 2
DAM,system32\drivers\SerCx.sys,SerCx,,,ROOT\ControlSet001\Services\SerCx,2019-03-19T04:53:37.834351,73 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 53 65 72 43 78 2E 73 79 73
DAM,system32\drivers\SerCx2.sys,SerCx2,,,ROOT\ControlSet001\Services\SerCx2,2019-03-19T04:53:37.834351,73 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 53 65 72 43 78 32 2E 73 79 73
DAM,\SystemRoot\System32\drivers\serenum.sys,Serenum,,,ROOT\ControlSet001\Services\Serenum,2026-03-05T02:44:24.963365,5C 53 79 73 74 65 6D 52 6F 6F 74 5C 53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 73 65 72 65 6
DAM,\SystemRoot\System32\drivers\serial.sys,Serial,,,ROOT\ControlSet001\Services\Serial,2026-03-05T02:44:24.963365,5C 53 79 73 74 65 6D 52 6F 6F 74 5C 53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 73 65 72 69 6
DAM,\SystemRoot\System32\drivers\sermouse.sys,sermouse,,,ROOT\ControlSet001\Services\sermouse,2019-03-19T04:52:22.445637,5C 53 79 73 74 65 6D 52 6F 6F 74 5C 53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 73 65 72 6D 6
DAM,%SystemRoot%\System32\svchost.exe -k netsvcs -p,SessionEnv,,,ROOT\ControlSet001\Services\SessionEnv,2019-03-19T04:53:37.834351,25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 53 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 2
DAM,\SystemRoot\System32\drivers\sfloppy.sys,sfloppy,,,ROOT\ControlSet001\Services\sfloppy,2019-03-19T04:52:14.820026,5C 53 79 73 74 65 6D 52 6F 6F 74 5C 53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 73 66 6C 6F 7
DAM,system32\drivers\SgrmAgent.sys,SgrmAgent,,,ROOT\ControlSet001\Services\SgrmAgent,2019-03-19T04:53:37.834351,73 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 53 67 72 6D 41 67 65 6E 74 2E 73 79 73
DAM,%SystemRoot%\system32\SgrmBroker.exe,SgrmBroker,,,ROOT\ControlSet001\Services\SgrmBroker,2019-03-19T04:54:23.634867,25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 73 79 73 74 65 6D 33 32 5C 53 67 72 6D 42 72 6F 6B 65 72 2E 6
DAM,%SystemRoot%\System32\svchost.exe -k netsvcs -p,SharedAccess,,,ROOT\ControlSet001\Services\SharedAccess,2019-03-19T04:54:23.634867,25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 53 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 2
DAM,%SystemRoot%\system32\svchost.exe -k LocalService -p,SharedRealitySvc,,,ROOT\ControlSet001\Services\SharedRealitySvc,2019-03-19T04:53:37.818724,25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 73 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 2
DAM,%SystemRoot%\System32\svchost.exe -k netsvcs -p,ShellHWDetection,,,ROOT\ControlSet001\Services\ShellHWDetection,2019-03-19T04:53:37.818724,25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 53 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 2
DAM,%SystemRoot%\System32\svchost.exe -k netsvcs -p,shpamsvc,,,ROOT\ControlSet001\Services\shpamsvc,2019-03-19T04:53:37.818724,25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 53 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 2
DAM,System32\drivers\SiSRaid2.sys,SiSRaid2,,,ROOT\ControlSet001\Services\SiSRaid2,2026-03-01T06:34:38.897299,53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 53 69 53 52 61 69 64 32 2E 73 79 73
DAM,System32\drivers\sisraid4.sys,SiSRaid4,,,ROOT\ControlSet001\Services\SiSRaid4,2026-03-01T06:34:38.897299,53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 73 69 73 72 61 69 64 34 2E 73 79 73
DAM,System32\drivers\SmartSAMD.sys,SmartSAMD,,,ROOT\ControlSet001\Services\SmartSAMD,2026-03-01T06:34:38.897299,53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 53 6D 61 72 74 53 41 4D 44 2E 73 79 73
DAM,System32\DRIVERS\smbdirect.sys,smbdirect,,,ROOT\ControlSet001\Services\smbdirect,2019-03-19T06:23:27.628517,53 79 73 74 65 6D 33 32 5C 44 52 49 56 45 52 53 5C 73 6D 62 64 69 72 65 63 74 2E 73 79 73
DAM,%SystemRoot%\System32\svchost.exe -k smphost,smphost,,,ROOT\ControlSet001\Services\smphost,2019-03-19T04:53:37.818724,25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 53 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 2
DAM,%SystemRoot%\system32\svchost.exe -k LocalServiceNetworkRestricted -p,SmsRouter,,,ROOT\ControlSet001\Services\SmsRouter,2026-03-01T06:34:41.654415,25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 73 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 2
DAM,%SystemRoot%\System32\snmptrap.exe,SNMPTRAP,,,ROOT\ControlSet001\Services\SNMPTRAP,2019-03-19T04:53:37.818724,25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 53 79 73 74 65 6D 33 32 5C 73 6E 6D 70 74 72 61 70 2E 65 78 6
DAM,System32\drivers\spaceport.sys,spaceport,,,ROOT\ControlSet001\Services\spaceport,2026-03-05T02:44:24.697731,53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 73 70 61 63 65 70 6F 72 74 2E 73 79 73
DAM,System32\drivers\SpatialGraphFilter.sys,SpatialGraphFilter,,,ROOT\ControlSet001\Services\SpatialGraphFilter,2019-03-19T06:23:27.628517,53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 53 70 61 74 69 61 6C 47 72 61 70 68 46 69 6C 74 6
DAM,system32\drivers\SpbCx.sys,SpbCx,,,ROOT\ControlSet001\Services\SpbCx,2019-03-19T04:53:37.818724,73 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 53 70 62 43 78 2E 73 79 73
DAM,%systemroot%\system32\spectrum.exe,spectrum,,,ROOT\ControlSet001\Services\spectrum,2026-03-01T06:34:17.338607,25 73 79 73 74 65 6D 72 6F 6F 74 25 5C 73 79 73 74 65 6D 33 32 5C 73 70 65 63 74 72 75 6D 2E 65 78 6
DAM,%SystemRoot%\System32\spoolsv.exe,Spooler,,,ROOT\ControlSet001\Services\Spooler,2019-03-19T04:53:37.818724,25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 53 79 73 74 65 6D 33 32 5C 73 70 6F 6F 6C 73 76 2E 65 78 65
DAM,%SystemRoot%\system32\sppsvc.exe,sppsvc,,,ROOT\ControlSet001\Services\sppsvc,2019-03-19T04:54:23.634867,25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 73 79 73 74 65 6D 33 32 5C 73 70 70 73 76 63 2E 65 78 65
DAM,System32\DRIVERS\srv2.sys,srv2,,,ROOT\ControlSet001\Services\srv2,2019-03-19T04:53:37.818724,53 79 73 74 65 6D 33 32 5C 44 52 49 56 45 52 53 5C 73 72 76 32 2E 73 79 73
DAM,System32\DRIVERS\srvnet.sys,srvnet,,,ROOT\ControlSet001\Services\srvnet,2026-03-01T06:34:48.108545,53 79 73 74 65 6D 33 32 5C 44 52 49 56 45 52 53 5C 73 72 76 6E 65 74 2E 73 79 73
DAM,%SystemRoot%\system32\svchost.exe -k LocalServiceAndNoImpersonation -p,SSDPSRV,,,ROOT\ControlSet001\Services\SSDPSRV,2019-03-19T04:53:37.818724,25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 73 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 2
DAM,%SystemRoot%\System32\OpenSSH\ssh-agent.exe,ssh-agent,,,ROOT\ControlSet001\Services\ssh-agent,2019-03-19T06:21:51.527110,25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 53 79 73 74 65 6D 33 32 5C 4F 70 65 6E 53 53 48 5C 73 73 68 2
DAM,%SystemRoot%\system32\svchost.exe -k LocalService -p,SstpSvc,,,ROOT\ControlSet001\Services\SstpSvc,2019-03-19T04:53:37.818724,25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 73 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 2
DAM,%SystemRoot%\system32\svchost.exe -k appmodel -p,StateRepository,,,ROOT\ControlSet001\Services\StateRepository,2019-03-19T04:53:37.818724,25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 73 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 2
DAM,System32\drivers\stexstor.sys,stexstor,,,ROOT\ControlSet001\Services\stexstor,2026-03-01T06:34:38.897299,53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 73 74 65 78 73 74 6F 72 2E 73 79 73
DAM,%SystemRoot%\system32\svchost.exe -k imgsvc,stisvc,,,ROOT\ControlSet001\Services\stisvc,2019-03-19T04:53:37.818724,25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 73 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 2
DAM,System32\drivers\storahci.sys,storahci,,,ROOT\ControlSet001\Services\storahci,2026-03-05T02:44:24.963365,53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 73 74 6F 72 61 68 63 69 2E 73 79 73
DAM,System32\drivers\vmstorfl.sys,storflt,,,ROOT\ControlSet001\Services\storflt,2026-03-01T06:34:38.897299,53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 76 6D 73 74 6F 72 66 6C 2E 73 79 73
DAM,System32\drivers\stornvme.sys,stornvme,,,ROOT\ControlSet001\Services\stornvme,2026-03-01T06:34:38.897299,53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 73 74 6F 72 6E 76 6D 65 2E 73 79 73
DAM,system32\drivers\storqosflt.sys,storqosflt,,,ROOT\ControlSet001\Services\storqosflt,2019-03-19T04:53:37.818724,73 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 73 74 6F 72 71 6F 73 66 6C 74 2E 73 79 73
DAM,%SystemRoot%\System32\svchost.exe -k LocalSystemNetworkRestricted -p,StorSvc,,,ROOT\ControlSet001\Services\StorSvc,2019-03-19T04:54:23.634867,25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 53 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 2
DAM,System32\drivers\storufs.sys,storufs,,,ROOT\ControlSet001\Services\storufs,2026-03-01T06:34:38.897299,53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 73 74 6F 72 75 66 73 2E 73 79 73
DAM,System32\drivers\storvsc.sys,storvsc,,,ROOT\ControlSet001\Services\storvsc,2026-03-01T06:34:38.897299,53 79 73 74 65 6D 33 32 5C 64 72 69 76 65 72 73 5C 73 74 6F 72 76 73 63 2E 73 79 73
DAM,%SystemRoot%\system32\svchost.exe -k LocalSystemNetworkRestricted -p,svsvc,,,ROOT\ControlSet001\Services\svsvc,2019-03-19T04:54:23.634867,25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 73 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 2
DAM,\SystemRoot\System32\DriverStore\FileRepository\swenum.inf_amd64_1c567926e5b29133\swenum.sys,swenum,,,ROOT\ControlSet001\Services\swenum,2026-03-05T02:44:24.697731,5C 53 79 73 74 65 6D 52 6F 6F 74 5C 53 79 73 74 65 6D 33 32 5C 44 72 69 76 65 72 53 74 6F 72 65 5C 4
DAM,%SystemRoot%\System32\svchost.exe -k swprv,swprv,,,ROOT\ControlSet001\Services\swprv,2019-03-19T04:53:37.818724,25 53 79 73 74 65 6D 52 6F 6F 74 25 5C 53 79 73 74 65 6D 33 32 5C 73 76 63 68 6F 73 74 2E 65 78 65 2
